gene_id,D20,D21,D22,L7,L8,L9,R13B,R15B,R33,S4,S5,S7
Pastreoides04389,0,5,3,4,0,0,9,0,0,0,0,0
Pastreoides41277,0,1,0,2,2,5,7,2,2,6,4,4
Pastreoides40862,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides29857,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides63412,0,5,0,18,9,0,29,10,5,17,9,20
Pastreoides36908,0,31,47,713,865,855,130,21,12,1121,709,1138
Pastreoides52251,0,9,0,0,0,0,4,0,0,0,0,0
Pastreoides52250,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides52253,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides52252,0,0,0,0,2,0,2,0,0,0,0,0
Pastreoides52255,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides50358,0,0,0,34,12,128,280,0,5,25,14,10
Pastreoides52257,0,7,9,0,0,0,0,0,0,0,0,0
Pastreoides52256,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides52259,0,0,4,0,5,7,0,0,0,2,0,3
Pastreoides52258,0,0,4,0,4,12,0,0,0,6,0,0
Pastreoides19348,0,0,0,37,125,136,0,0,0,196,107,146
Pastreoides28108,0,0,0,342,596,601,0,0,0,420,134,268
Pastreoides28109,66,555,829,6788,8033,5655,955,576,127,5499,3314,4269
Pastreoides21237,0,0,4,0,0,0,0,0,0,0,0,3
Pastreoides28100,0,0,0,54,68,57,24,2,0,52,24,35
Pastreoides28101,0,0,0,316,119,128,20,2,8,96,76,74
Pastreoides57151,0,0,0,3,7,9,13,2,0,3,2,3
Pastreoides28103,0,190,402,3641,2817,1046,444,219,45,2238,1320,4411
Pastreoides28104,0,75,118,29,0,0,1095,27,24,0,0,0
Pastreoides28105,0,5,11,0,0,37,206,14,0,38,26,70
Pastreoides28106,0,114,118,142,63,376,1896,218,92,305,287,454
Pastreoides28107,0,11,94,22,30,25,79,18,0,56,48,69
Pastreoides63410,0,0,14,38,58,87,12,5,0,37,31,63
Pastreoides60186,0,71,80,264,416,138,345,106,18,358,240,450
Pastreoides17108,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides17109,0,0,0,0,0,0,0,0,0,0,3,10
Pastreoides17102,0,7,16,169,343,339,20,11,8,332,105,226
Pastreoides17103,0,0,17,0,434,308,0,0,0,344,142,257
Pastreoides17100,0,0,0,16,46,18,37,0,0,26,23,56
Pastreoides17101,0,13,2,3,10,14,13,4,0,21,17,29
Pastreoides17106,0,0,0,16,10,0,0,0,0,3,0,0
Pastreoides17107,0,0,5,204,103,83,9,0,0,50,25,55
Pastreoides17104,0,0,101,855,1022,621,256,41,0,589,271,751
Pastreoides17105,0,0,0,64,42,31,7,7,0,17,10,12
Pastreoides19997,0,0,7,0,0,0,11,0,0,0,0,0
Pastreoides19996,0,51,15,0,0,0,28,14,2,0,0,0
Pastreoides57157,0,0,0,764,1055,674,78,110,15,445,287,317
Pastreoides57156,0,0,0,135,187,133,0,0,0,117,60,79
Pastreoides29850,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides19992,2,158,270,0,34,0,132,278,50,24,28,11
Pastreoides57153,0,104,87,0,0,0,268,0,0,0,0,0
Pastreoides57152,0,183,478,2577,2522,5240,712,111,29,4024,2684,5767
Pastreoides57159,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides57158,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides19999,0,7,51,259,236,157,77,29,7,214,165,297
Pastreoides19998,0,56,107,761,837,846,162,30,14,579,339,749
Pastreoides34220,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides42215,0,64,145,1045,1315,1004,146,60,23,1042,624,843
Pastreoides25161,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides42216,0,38,59,444,585,398,53,32,12,402,219,312
Pastreoides38520,0,13,0,197,187,165,26,7,0,215,113,155
Pastreoides42217,0,6,11,119,152,109,21,12,3,116,66,82
Pastreoides34224,0,1,2,1,1,3,3,1,0,1,0,2
Pastreoides34225,0,0,0,0,1,0,2,0,0,7,0,9
Pastreoides59988,0,5,36,0,0,112,0,5,12,221,67,175
Pastreoides34039,0,0,6,15,14,4,19,1,0,11,11,13
Pastreoides34038,0,577,1167,5105,4724,7609,1506,275,103,5848,3484,8323
Pastreoides59989,0,25,17,0,0,108,0,17,6,166,66,183
Pastreoides34035,0,1,1,2,8,5,6,2,0,2,2,3
Pastreoides34034,0,22,0,58,0,60,0,0,0,0,48,0
Pastreoides34037,0,167,178,988,761,1194,274,88,21,1095,587,1448
Pastreoides34227,0,1,2,9,13,8,9,1,0,14,6,8
Pastreoides34031,0,212,155,327,305,423,344,66,45,444,239,640
Pastreoides34030,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34033,0,2,0,6,4,2,8,2,1,4,2,3
Pastreoides34032,0,28,15,0,0,0,0,0,0,0,0,0
Pastreoides08331,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides08330,0,0,0,0,0,0,19,56,0,0,0,0
Pastreoides08333,0,3,2,8,10,3,3,2,0,5,3,3
Pastreoides08332,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides08335,22,438,564,610,688,723,737,632,153,731,444,665
Pastreoides08334,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides08337,0,12,24,8,0,0,8,213,4,4,0,0
Pastreoides08336,0,0,0,0,0,0,6,0,0,0,0,2
Pastreoides08339,0,0,0,2,2,4,2,0,0,1,2,2
Pastreoides08338,721,14396,17935,16257,18150,21416,19706,19989,6677,19991,12553,15890
Pastreoides51697,0,24,14,316,694,297,55,19,19,341,210,282
Pastreoides20800,0,0,18,314,165,97,8,0,0,425,163,312
Pastreoides15896,0,0,0,2,5,37,0,0,0,23,6,15
Pastreoides54274,0,0,0,0,0,0,0,0,2,0,0,0
Pastreoides21232,19,408,312,3050,4613,3496,826,406,161,3013,1633,2279
Pastreoides56206,0,11,24,204,232,166,98,10,0,109,80,157
Pastreoides56207,0,0,11,73,173,94,31,0,0,61,64,130
Pastreoides56204,0,370,614,1464,2251,1877,1105,245,95,1787,1105,1986
Pastreoides56205,51,282,780,1711,2043,1569,1155,222,102,1860,1159,2085
Pastreoides56202,1,3,5,7,9,6,9,3,0,5,5,4
Pastreoides56203,0,0,0,3,0,1,0,0,0,0,0,0
Pastreoides56200,0,10,0,0,0,0,5,6,0,0,0,0
Pastreoides56201,0,6,0,0,0,0,0,0,0,0,0,0
Pastreoides20806,7,214,262,11,4,21,119,194,22,35,14,40
Pastreoides56208,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides56209,11,11,38,334,253,281,58,9,0,259,162,252
Pastreoides38349,43,1173,1873,6290,6652,5948,2961,717,164,6124,3690,8273
Pastreoides38404,0,44,88,17,27,17,337,41,23,26,23,10
Pastreoides38348,24,196,333,707,676,688,789,160,55,926,476,1336
Pastreoides28351,0,0,48,271,299,180,91,0,0,140,75,95
Pastreoides12080,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides29769,55,615,827,2354,2967,2918,394,346,71,3596,2028,3626
Pastreoides28350,0,0,0,0,43,38,0,7,0,0,0,0
Pastreoides29768,33,292,459,2633,3022,3017,375,137,13,3681,2371,4131
Pastreoides28353,2,38,69,232,347,384,154,43,0,443,283,556
Pastreoides13684,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16279,0,368,642,4805,4494,6224,1669,371,138,6748,4279,14015
Pastreoides16278,0,8,17,161,180,240,29,3,0,203,142,460
Pastreoides16273,0,33,16,173,215,214,62,33,0,114,83,145
Pastreoides16272,0,246,266,1658,1742,1739,599,224,63,1220,738,1619
Pastreoides16271,0,44,94,27,36,52,64,24,4,193,114,169
Pastreoides16270,0,9,22,15,11,15,29,0,13,50,34,51
Pastreoides16277,0,94,228,2664,2744,3421,483,128,32,2817,1949,5588
Pastreoides16276,0,0,14,154,164,213,31,18,11,136,94,210
Pastreoides16275,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16274,0,88,67,55,29,160,412,3238,0,43,37,198
Pastreoides62465,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62464,0,0,0,0,0,0,0,0,3,0,0,0
Pastreoides62467,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62466,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62461,0,0,0,34,12,0,19,0,0,18,0,7
Pastreoides62460,1,2,0,1,1,1,3,2,1,0,1,1
Pastreoides37418,0,0,4,11,26,28,0,0,0,15,16,33
Pastreoides37419,0,53,53,431,367,475,84,70,19,497,270,441
Pastreoides37416,0,158,186,1071,1104,888,275,132,25,817,480,1305
Pastreoides37417,3,53,98,551,465,308,152,59,11,461,299,486
Pastreoides37414,8,59,108,839,760,693,343,107,20,730,392,898
Pastreoides37415,1,4,2,2,2,2,8,3,1,3,0,2
Pastreoides37412,0,189,91,2194,7051,38693,280,696,66,40774,24847,20617
Pastreoides62468,0,180,230,434,551,861,304,484,186,623,439,393
Pastreoides37410,0,29,53,404,577,181,37,21,0,24,12,5
Pastreoides37411,0,233,107,18512,34487,102742,521,636,73,87520,51032,51077
Pastreoides28359,0,71,103,378,341,418,242,56,0,319,194,463
Pastreoides29761,0,11,12,236,332,227,63,12,0,135,78,129
Pastreoides63948,0,0,9,13,37,24,0,0,0,31,22,31
Pastreoides33568,0,0,0,9,12,7,2,0,0,6,4,4
Pastreoides33569,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides33566,59,866,406,227,159,535,46,21,16,444,448,793
Pastreoides33567,0,0,0,14,27,13,2,0,0,9,14,10
Pastreoides33564,20,194,196,58,28,236,120,49,4,403,265,814
Pastreoides33565,6,151,164,29,19,169,107,39,10,151,110,367
Pastreoides33562,0,12,11,76,135,91,18,9,0,91,38,35
Pastreoides33563,0,0,0,47,48,44,21,0,0,67,32,32
Pastreoides33560,0,37,79,1567,1777,2294,149,38,0,2115,1397,3240
Pastreoides33561,5,88,117,412,458,509,146,40,14,460,287,497
Pastreoides34879,0,275,236,973,901,1486,388,81,0,1872,1146,2089
Pastreoides38529,0,0,0,5,17,57,7,2,0,33,22,31
Pastreoides34878,0,32,64,41,47,56,65,17,12,72,57,67
Pastreoides20515,53,217,419,1189,1228,1595,610,163,24,1685,859,2130
Pastreoides38400,0,0,0,0,0,0,7,0,0,0,0,0
Pastreoides44989,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34519,90,4355,7996,26007,22981,32522,4336,1119,405,32906,18687,26089
Pastreoides52814,0,0,0,0,0,0,9,0,0,0,0,0
Pastreoides38528,0,2,0,0,0,0,4,0,0,15,10,20
Pastreoides38401,0,56,161,7,19,24,56,17,44,42,18,43
Pastreoides44982,0,0,7,0,0,0,6,0,0,3,0,0
Pastreoides44983,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34873,0,0,25,0,0,279,0,22,0,275,160,322
Pastreoides03999,0,15,10,254,332,241,50,19,1,175,72,271
Pastreoides44981,0,5,8,5,17,9,5,4,18,10,6,10
Pastreoides34875,0,869,1118,6274,8159,6567,1127,1754,530,5312,3229,3077
Pastreoides38402,0,0,162,16,87,0,425,26,0,0,0,12
Pastreoides34874,0,3,2,6,6,4,4,2,0,2,2,5
Pastreoides23347,15,885,1346,5672,6099,6313,1996,431,141,5677,3272,4922
Pastreoides44984,0,21,3,0,1,0,23,14,0,2,2,6
Pastreoides59022,9,100,104,146,134,451,179,71,7,289,124,262
Pastreoides44985,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides03996,0,91,244,914,1093,1899,384,173,51,1741,994,1677
Pastreoides64078,0,1,0,0,0,0,0,0,0,0,0,0
Pastreoides35814,0,2,3,2,2,2,1,1,0,2,2,4
Pastreoides35815,0,77,162,324,387,420,342,60,33,374,175,433
Pastreoides35816,0,89,162,525,649,517,156,97,22,641,481,655
Pastreoides35817,0,440,408,824,1129,1367,188,86,30,1734,895,1240
Pastreoides35810,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides35811,30,1048,950,402,1161,798,436,14,15,760,366,788
Pastreoides35812,0,544,958,2091,1636,1782,1559,272,30,2008,1444,2267
Pastreoides35813,0,35,242,30,29,0,205,21,0,23,23,29
Pastreoides59027,0,1,0,1,2,1,1,0,0,1,0,1
Pastreoides35818,0,0,0,0,0,5,0,0,0,0,0,0
Pastreoides35819,0,0,2,2,6,0,3,2,0,7,4,4
Pastreoides59026,0,2,2,29,31,13,8,0,0,7,4,9
Pastreoides19232,0,14,29,0,0,0,52,32,18,3,0,3
Pastreoides19233,0,2,2,0,8,1,6,0,0,0,0,1
Pastreoides63734,71,471,799,0,0,50,0,0,8,20,18,26
Pastreoides63735,0,0,7,23,24,0,14,0,4,23,0,0
Pastreoides19236,0,0,8,12,13,13,0,0,5,0,5,0
Pastreoides19663,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides19234,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides63731,0,0,0,17,13,8,0,0,0,15,10,31
Pastreoides19238,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides19239,2,6,49,154,194,100,93,15,9,99,55,148
Pastreoides63738,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides63739,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides06217,0,9,21,164,201,86,15,0,10,44,0,13
Pastreoides55561,0,0,3,5,0,9,4,3,0,0,0,8
Pastreoides55166,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides55167,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides55164,0,45,38,25,49,51,157,23,8,30,18,16
Pastreoides55165,0,0,0,2,3,6,2,0,0,1,3,2
Pastreoides55162,0,0,0,44,60,32,9,10,0,52,48,88
Pastreoides55163,0,0,4,36,37,42,0,0,0,46,35,72
Pastreoides55160,0,0,3,4,21,0,0,0,0,0,0,0
Pastreoides55161,0,4,0,34,67,31,5,5,2,29,32,53
Pastreoides55168,0,0,0,0,0,13,8,0,0,27,0,35
Pastreoides55169,0,2,0,0,0,6,10,4,6,29,0,32
Pastreoides36433,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides58632,0,12,12,32,47,19,22,0,0,44,17,31
Pastreoides05868,0,0,10,0,5,0,54,6,0,0,0,0
Pastreoides05869,0,14,0,5,0,0,48,0,0,0,3,0
Pastreoides05866,0,0,0,0,0,0,30,0,0,0,7,3
Pastreoides05867,12,18,20,0,0,0,96,9,0,24,0,0
Pastreoides05864,0,89,41,46,10,50,242,18,0,29,21,40
Pastreoides05865,0,23,47,17,0,11,147,23,0,11,39,36
Pastreoides05862,0,26,14,20,13,61,91,15,7,13,6,19
Pastreoides05863,0,0,4,0,3,0,42,0,0,0,0,3
Pastreoides05860,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides05861,0,0,0,45,45,21,0,0,0,33,16,18
Pastreoides36604,4,56,133,20,25,32,295,12,15,37,5,100
Pastreoides58637,0,40,25,0,0,0,100,24,0,17,8,0
Pastreoides36605,0,0,0,0,0,0,116,0,0,0,0,0
Pastreoides45185,0,0,0,0,0,0,2,0,0,0,1,0
Pastreoides24468,0,58,111,483,383,585,173,97,21,344,294,349
Pastreoides36606,2,51,89,0,3,3,179,0,0,0,0,0
Pastreoides26321,0,20,62,315,96,143,134,61,24,181,140,300
Pastreoides59706,0,6,0,0,0,0,0,0,2,0,0,0
Pastreoides36600,0,258,553,68,127,77,1348,108,55,177,119,290
Pastreoides45137,0,0,0,74,328,177,0,0,0,239,161,152
Pastreoides36601,0,0,89,11,0,0,198,25,0,41,0,0
Pastreoides05258,0,0,0,9,2,0,0,0,0,0,0,13
Pastreoides26324,0,125,226,791,745,922,390,138,45,716,445,1300
Pastreoides36603,0,0,0,0,0,0,111,0,11,0,0,0
Pastreoides05385,0,2,16,129,50,112,9,1,4,75,22,37
Pastreoides41291,0,0,2,5,3,0,17,2,0,0,3,2
Pastreoides18542,0,0,37,128,117,153,56,20,3,165,87,213
Pastreoides41293,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides41292,0,0,0,0,3,0,0,0,0,0,0,0
Pastreoides41295,0,0,0,139,102,103,7,3,0,96,45,96
Pastreoides41294,0,0,0,99,36,157,5,0,0,168,99,226
Pastreoides18545,0,187,588,2681,2916,3937,637,127,21,3784,2156,4037
Pastreoides41296,0,116,62,907,877,353,121,49,5,470,243,507
Pastreoides41299,0,4,3,138,55,44,25,0,1,75,43,103
Pastreoides41298,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides18549,0,0,0,0,27,0,0,0,0,66,47,74
Pastreoides18548,0,0,0,160,66,101,0,0,0,94,65,133
Pastreoides38320,0,14,17,12,23,44,5,9,9,38,38,45
Pastreoides39687,20,358,405,431,556,600,100,39,5,543,276,538
Pastreoides14253,0,0,3,8217,3377,7634,0,0,0,7521,5322,8081
Pastreoides14252,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14251,0,0,0,0,0,0,0,0,0,34,0,21
Pastreoides14250,3,51,34,38,39,17,126,22,20,36,12,30
Pastreoides40748,0,6,3,9,7,6,5,1,1,5,2,3
Pastreoides14256,0,256,550,2923,2364,3039,859,463,128,2667,1363,2419
Pastreoides14255,3,30,308,724,839,726,153,148,24,426,277,414
Pastreoides14254,0,0,3,3785,1722,3532,0,0,0,3421,2324,3617
Pastreoides40744,0,0,13,30,40,0,62,12,2,51,26,49
Pastreoides40745,0,0,0,3,10,6,27,0,0,41,5,22
Pastreoides14259,0,214,349,2745,2093,2572,424,527,174,1712,870,1779
Pastreoides14258,0,238,270,1598,2096,2434,446,50,7,2338,1426,2828
Pastreoides40740,11,117,141,540,492,764,299,38,19,413,231,655
Pastreoides40741,13,55,116,460,322,529,292,47,26,250,192,551
Pastreoides40742,0,40,74,216,188,177,173,51,26,181,79,403
Pastreoides40743,8,44,56,290,164,277,383,73,43,254,240,400
Pastreoides53649,0,0,0,57,73,59,4,2,0,48,28,25
Pastreoides05035,1,3,2,1,1,1,7,2,1,1,1,2
Pastreoides05034,1,2,2,1,2,1,3,0,0,0,1,1
Pastreoides53641,0,2,1,2,1,0,2,0,0,2,0,3
Pastreoides53640,0,0,2,0,7,0,7,0,0,3,5,15
Pastreoides53643,0,0,0,20,0,21,4,0,0,0,15,10
Pastreoides53642,0,12,33,235,342,305,36,17,5,354,216,216
Pastreoides53645,0,2,0,9,16,6,3,2,0,7,11,16
Pastreoides53644,0,0,0,6,10,2,0,0,0,7,0,0
Pastreoides53647,0,81,87,332,325,346,292,53,10,337,214,448
Pastreoides53646,0,0,0,27,34,0,3,0,0,31,17,21
Pastreoides46742,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides46743,0,0,0,4,9,0,6,0,0,0,0,9
Pastreoides46740,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides46741,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides46746,0,0,7,0,0,0,0,0,0,5,0,0
Pastreoides46747,11,79,159,0,0,58,0,0,7,0,39,0
Pastreoides46744,2,0,2,0,4,0,2,7,0,0,0,0
Pastreoides46745,0,0,0,2,0,0,0,0,0,0,0,4
Pastreoides05031,22,291,373,828,760,462,235,43,34,848,370,538
Pastreoides46748,0,95,0,124,108,0,288,53,22,135,45,64
Pastreoides46749,0,0,3,0,0,0,16,7,0,0,0,0
Pastreoides05030,0,4,2,11,14,3,20,14,2,11,6,7
Pastreoides62920,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62921,0,0,0,0,0,11,0,0,0,7,0,3
Pastreoides62922,0,3,0,0,0,0,0,0,0,0,0,0
Pastreoides58698,0,0,15,85,51,33,21,4,0,18,11,29
Pastreoides62924,0,0,0,0,0,0,1,0,0,0,0,0
Pastreoides62925,0,6,9,0,0,4,12,0,1,0,1,0
Pastreoides62926,0,0,0,0,0,0,103,30,12,73,67,73
Pastreoides62927,0,0,0,0,0,0,5,0,0,0,0,0
Pastreoides62928,0,0,0,0,0,0,24,0,0,0,0,0
Pastreoides58692,0,0,0,9,10,0,0,0,0,0,0,0
Pastreoides58691,0,0,0,0,0,0,0,0,0,0,0,7
Pastreoides08004,0,230,343,964,1278,1112,405,114,44,1856,991,1918
Pastreoides58697,0,0,0,0,1,0,0,0,0,0,0,0
Pastreoides58696,0,0,8,77,83,38,42,0,0,34,0,40
Pastreoides58695,0,18,28,132,123,106,138,7,10,78,30,72
Pastreoides58694,0,0,25,15,25,15,53,0,0,15,18,14
Pastreoides35106,0,51,57,147,133,266,57,32,10,205,123,175
Pastreoides35107,0,55,48,758,605,560,93,25,0,545,208,447
Pastreoides35104,0,0,0,504,515,438,83,32,0,399,268,431
Pastreoides35105,0,86,103,906,763,750,147,45,0,707,341,584
Pastreoides35102,0,27,63,482,466,389,151,37,0,430,257,438
Pastreoides35103,0,0,0,0,135,83,0,0,0,90,0,133
Pastreoides35100,0,279,429,1681,1888,2427,699,211,37,2340,1413,2719
Pastreoides35101,0,68,85,506,502,342,107,55,15,394,194,397
Pastreoides15996,0,4,3,3,4,2,3,8,2,3,0,6
Pastreoides08009,0,38,56,73,63,190,88,14,0,121,17,86
Pastreoides35108,0,186,205,543,485,1056,302,159,41,892,531,923
Pastreoides35109,0,9,8,68,88,71,0,16,0,57,39,0
Pastreoides47489,0,44,0,0,0,0,43,24,0,0,0,0
Pastreoides20424,19,460,1004,16559,14152,11984,2708,417,158,13326,7476,19891
Pastreoides38325,0,0,0,0,5,0,3,0,0,0,0,0
Pastreoides39680,0,57,12,90,113,75,109,51,6,134,136,80
Pastreoides24931,0,0,0,0,0,0,4,0,0,0,0,0
Pastreoides05038,0,26,10,163,182,53,37,14,4,105,70,58
Pastreoides25358,0,125,160,836,757,507,159,53,18,757,502,966
Pastreoides25359,0,355,498,1985,2153,1996,728,184,63,2717,1996,2643
Pastreoides36677,0,33,4,942,1389,1289,59,0,0,1400,793,902
Pastreoides25352,215,1277,1963,2116,1682,10484,1192,564,56,15572,10274,16713
Pastreoides25353,0,97,81,150,104,463,125,52,0,597,434,616
Pastreoides25350,0,35,40,329,316,289,116,27,0,329,192,407
Pastreoides25351,0,11,3,2,3,2,3,1,3,2,1,3
Pastreoides25356,0,38,30,297,332,168,45,9,8,252,133,210
Pastreoides25357,0,128,85,1002,1059,748,166,30,0,775,465,829
Pastreoides25354,0,163,278,283,569,484,427,145,36,362,227,288
Pastreoides25355,0,9,26,426,268,205,34,24,9,332,203,273
Pastreoides09813,0,0,0,0,0,0,1,0,0,0,0,0
Pastreoides09812,0,8,25,99,91,32,48,17,0,130,106,115
Pastreoides02847,67,1413,3443,7803,7797,15160,5752,1054,140,13799,7189,13885
Pastreoides09810,0,1,12,5,0,0,29,2,5,0,4,3
Pastreoides09817,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides02840,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides09815,3,0,10,0,3,0,50,4,2,0,0,0
Pastreoides09814,0,4,0,0,0,0,29,7,0,0,1,6
Pastreoides09819,0,82,92,633,781,743,149,53,25,911,573,1144
Pastreoides09818,0,483,569,2815,2697,2737,957,341,86,2137,1319,2533
Pastreoides02849,0,202,489,6,0,0,593,196,72,10,21,12
Pastreoides02848,6,338,1010,1349,1383,1696,1220,162,24,2561,1321,2398
Pastreoides00995,0,410,254,3248,2495,3145,445,226,58,3114,1846,3032
Pastreoides00994,0,153,247,965,994,1622,372,46,10,1743,1015,2239
Pastreoides00997,0,31,81,1357,1118,1608,369,77,22,1272,576,1799
Pastreoides00996,0,12,8,2,0,0,8,8,2,0,0,3
Pastreoides00991,0,0,9,85,35,102,0,0,0,114,87,134
Pastreoides00990,0,50,17,587,327,591,154,39,0,817,474,1047
Pastreoides00993,28,519,1209,5430,5479,8950,1517,275,113,8269,4746,11240
Pastreoides00992,0,16,78,117,97,131,136,31,5,156,89,159
Pastreoides20467,1,31,33,30,58,79,32,15,7,54,22,33
Pastreoides00999,0,43,9,55,27,67,50,8,0,127,78,92
Pastreoides00998,9,120,72,433,517,597,100,0,19,407,274,493
Pastreoides30057,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31344,0,8,0,0,0,0,0,0,0,0,0,0
Pastreoides30055,0,0,0,14,22,12,4,3,0,15,14,10
Pastreoides30054,0,0,0,0,0,0,0,1,0,0,0,0
Pastreoides30053,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30052,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30051,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31345,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31346,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30059,0,8,9,16,23,23,14,0,0,22,8,39
Pastreoides30058,4,147,436,172,158,88,245,140,25,68,39,55
Pastreoides03716,0,17,35,4,183,10,119,40,5,3,2,0
Pastreoides03717,0,0,0,0,0,0,3,2,0,0,0,0
Pastreoides03714,0,94,102,817,875,1000,175,115,19,1335,667,1228
Pastreoides03715,0,0,3,3,70,25,77,19,0,23,3,14
Pastreoides03712,0,31,13,37,55,38,33,23,0,112,71,117
Pastreoides03713,0,0,19,31,54,41,14,18,0,125,57,84
Pastreoides03710,41,286,451,126,138,473,13,19,3,379,298,348
Pastreoides03711,0,7,11,16,16,26,16,0,0,126,87,89
Pastreoides31340,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides03718,0,0,0,182,130,199,0,6,0,253,106,187
Pastreoides46725,7,116,186,627,727,2023,175,79,22,1903,1345,2441
Pastreoides42249,0,0,13,20,29,0,19,3,11,0,0,0
Pastreoides42248,0,34,23,6,3,0,30,12,3,11,7,7
Pastreoides31342,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides42243,32,85,162,251,283,363,426,90,63,202,133,196
Pastreoides42242,0,5,9,19,16,29,41,12,0,6,3,11
Pastreoides42241,0,12,7,13,8,5,25,12,0,6,2,5
Pastreoides31343,0,0,0,2,0,0,3,0,0,0,0,0
Pastreoides42247,0,0,1,3,1,0,7,0,0,0,0,0
Pastreoides42246,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides42245,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides42244,0,47,56,127,128,157,228,61,36,104,104,172
Pastreoides29385,0,51,16,219,236,107,62,20,6,158,96,118
Pastreoides59272,0,35,44,0,0,0,23,0,0,20,0,31
Pastreoides59273,0,26,6,0,0,0,0,0,0,0,0,0
Pastreoides59270,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59271,0,0,4,0,0,0,5,0,0,0,0,0
Pastreoides59276,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59277,0,31,5,21,29,10,14,0,2,12,4,13
Pastreoides59274,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59275,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59278,0,42,83,68,63,70,69,15,2,56,53,68
Pastreoides59279,0,0,26,6,19,6,27,5,0,7,0,42
Pastreoides30759,0,131,77,510,615,918,88,34,22,684,643,885
Pastreoides53924,0,0,0,0,0,37,0,0,0,21,0,0
Pastreoides43599,0,26,59,163,165,206,74,13,0,476,310,399
Pastreoides16571,0,0,0,0,1,0,0,0,0,0,0,0
Pastreoides59138,0,11,7,9,10,6,13,4,5,7,3,8
Pastreoides43595,0,0,1,0,0,0,7,0,0,0,0,0
Pastreoides43596,0,0,0,0,0,0,4,0,0,0,1,0
Pastreoides43597,0,0,0,0,3,0,4,0,0,0,0,0
Pastreoides43590,0,4,14,0,2,4,7,2,0,0,0,0
Pastreoides43591,0,0,3,1,0,0,6,0,2,1,0,0
Pastreoides43592,0,0,0,0,0,0,3,0,0,0,0,0
Pastreoides43593,0,0,0,2,1,0,6,0,0,0,1,0
Pastreoides31902,0,1,3,2,5,8,5,3,1,4,5,4
Pastreoides31903,0,120,162,872,961,672,268,50,14,638,383,810
